title,company,location,link
QA Automation Engineer,NCSA - Next College Student Athlete,"Chicago, IL",https://www.indeed.com/viewJob?jk=99d732149352a73e
Machine Learning Engineer,Aviva,"Markham, IL",https://www.indeed.com/viewJob?jk=495b2f7ee7de45ef
Python Developer,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=61e682d6ec3e55c7
Senior Sales Engineer,"Agiloft, Inc","Chicago, IL",https://www.indeed.com/viewJob?jk=a6ca70e6245c5259
Data Engineer,Spectrum Communications & Consulting Inc.,"Chicago, IL",https://www.indeed.com/viewJob?jk=4dc00349fdaaf199
Data Analyst,International Financial Group (IFG),"Chicago, IL",https://www.indeed.com/viewJob?jk=c9079614a35a1ce6
Business Intelligence Tableau Analyst,Guaranteed Rate,"Chicago, IL",https://www.indeed.com/viewJob?jk=c4ce02a5026029d4
QA Test Lead,M2M In Motion,"Lombard, IL",https://www.indeed.com/viewJob?jk=b2fdcb8c51d73d69
SDET Manager,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=3f34738ce0981623
BI Developer,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=7fb2a9b131e4d1b5
Logistics Analyst,Union Tank Car Company (UTLX),"Chicago, IL",https://www.indeed.com/viewJob?jk=64cb47fd72d97367
Data Analyst,Care Advisors Inc,"Chicago, IL",https://www.indeed.com/viewJob?jk=efdbb8539554889e
"Research Engineer, Machine Learning",Comcast,"Schaumburg, IL",https://www.indeed.com/viewJob?jk=8f784484922e35f6
Senior Software Engineer,HealthJoy,"Chicago, IL",https://www.indeed.com/viewJob?jk=a9bc3c352085bd17
"Software Engineer, Test & Infrastructure",Vail Systems,"Chicago, IL",https://www.indeed.com/viewJob?jk=ecf2b7ee9401181b
Linux Systems Engineer,Information Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=f6df231a8446f18e
Java Developer,Aimersz,"Chicago, IL",https://www.indeed.com/viewJob?jk=58e3b58f9809a59e
Translational Bioinformatics Scientist,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=a26ecd3f3041832c
Senior Data Scientist,Illinois Policy Institute,"Chicago, IL",https://www.indeed.com/viewJob?jk=4f943162704f7954
Senior Database Consultant,"Amazon Web Services, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=2b33b9a01e3ca025
Senior Software Engineer,Capital Management,"Chicago, IL",https://www.indeed.com/viewJob?jk=e926dfd8578581fd
"Quantitative Development Internship - Data Analysis, Summer 2021",Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=fab8de7115cc1e31
Data Science Sol Cons Sr,Anthem,"Chicago, IL",https://www.indeed.com/viewJob?jk=4ba157e0e69ca37c
Controls Test Engineer,Google,"Chicago, IL",https://www.indeed.com/viewJob?jk=906745875e704d13
Web Development Instructor - Chicago,Coding Dojo,"Chicago, IL",https://www.indeed.com/viewJob?jk=5d2e7f462827c4f9
Experienced Quantitative Trader,Marquette Partners,"Chicago, IL",https://www.indeed.com/viewJob?jk=d0a3b9bcbeac0d74
Cloud Engineer,INTL FCStone,"Chicago, IL",https://www.indeed.com/viewJob?jk=1b041ac03874d7fe
E-Commerce Marketing Analyst,"Winston Brands, Inc.","Elk Grove Village, IL",https://www.indeed.com/viewJob?jk=2fd24b4986035941
Salesforce Developer,Blue Chip Marketing,"Northbrook, IL",https://www.indeed.com/viewJob?jk=203d82a7da734bbf
Data and Software Engineer,Cloudquant,"Chicago, IL",https://www.indeed.com/viewJob?jk=35b0d2a8ddfe6f30
Junior Trader,Eagle Seven,"Chicago, IL",https://www.indeed.com/viewJob?jk=ddf310d91e423b35
Senior Solutions Architect,First Eagle Alternative Credit,"Chicago, IL",https://www.indeed.com/viewJob?jk=35b6a30e3b346e57
Sr. Software Engineer (Back-End),Echo Global Logistics,"Chicago, IL",https://www.indeed.com/viewJob?jk=c83311af94ccd8ee
SAS Analyst / Data Analytics /Sr. information Data Analyst,Kbyte Systems LLC.,"Chicago, IL",https://www.indeed.com/viewJob?jk=09e2b80618d715f3
Senior Data Scientist,Kraft Heinz Company,"Chicago, IL",https://www.indeed.com/viewJob?jk=4a6a2e7b59256b6f
Senior eCommerce Engineer,Pierce Washington,"Chicago, IL",https://www.indeed.com/viewJob?jk=c10d28497481613d
Senior Unified Communications Engineer,"Asset Inventories, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=6eac3b11f24ff837
QA Automation Engineer (New York),Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=2188cf2ea44b3792
"Site Reliability Engineer (Chicago, IL)",Marquette Partners,"Chicago, IL",https://www.indeed.com/viewJob?jk=19bdc74b18ba35e6
Electrical Engineer (FPGA) – Chicago,XR Trading LLC,"Chicago, IL",https://www.indeed.com/viewJob?jk=efaa53c4116cf12b
Informatics Scientist - Cardiology AI,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=c9e577eaa20cf60a
ATLASSIAN TECHNICAL CONSULTANT,Herzum,"Chicago, IL",https://www.indeed.com/viewJob?jk=98ac7cafe6b25800
QA Engineer - Reporting Pipeline,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=c29f46b0863244e4
Site Reliability Engineer,Optiver US,"Chicago, IL",https://www.indeed.com/viewJob?jk=9dfc7ad6471621a8
Senior Software Engineer (Java),SecureTrust,"Chicago, IL",https://www.indeed.com/viewJob?jk=9943638880c4c27d
Full Stack Developer - Lead,Fooda,"Chicago, IL",https://www.indeed.com/viewJob?jk=960b6859759737e8
Technical Architect - Data Engineering,WALGREENS,"Deerfield, IL",https://www.indeed.com/viewJob?jk=7470adee53018420
Site Reliability Engineer (SRE),Cameo,"Chicago, IL",https://www.indeed.com/viewJob?jk=0849e08c56ace3f6
Cloud Application Architect,Maven Wave Partners,"Chicago, IL",https://www.indeed.com/viewJob?jk=b85723c8fef8e2bf
Senior Software Engineer - API and Mircroservices Frameworks - Multiple Locations,U.S. Bank,"Chicago, IL",https://www.indeed.com/viewJob?jk=1a535bd5067f7fc1
Senior Product Manager,Pareto Intelligence,"Chicago, IL",https://www.indeed.com/viewJob?jk=c05731d176960b67
"Director, Analytics Operations",Epsilon,"Chicago, IL",https://www.indeed.com/viewJob?jk=fc5ea71153e1f576
Solutions Engineer,Allstate,"Chicago, IL",https://www.indeed.com/viewJob?jk=07bc00c1fcf834ea
"Data Scientist, Analytics Advisor",CVS Health,"Northbrook, IL",https://www.indeed.com/viewJob?jk=fbb303d48ba6e8f0
Variant Scientist,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=484093bd0333af6a
Cloud Computing /AWS Analyst,ZLLIUS,"Chicago, IL",https://www.indeed.com/viewJob?jk=4129c070edad9a40
Senior Strategy Developer,Geneva Trading,"Chicago, IL",https://www.indeed.com/viewJob?jk=020764a99371bd45
Staff Software Engineer (Applications Team),Capital Management,"Chicago, IL",https://www.indeed.com/viewJob?jk=7b122ee1d2eab9a8
Software Engineer III - back end Java,CME Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=6e1ddbc7c2e1023e
Principal Data Scientist,Anthem,"Chicago, IL",https://www.indeed.com/viewJob?jk=caba55e1c9a4b790
Senior Software Engineer,"Morningstar, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=243818917b57ed62
Senior Data Scientist,Aon Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=095e3acfe74b7bb8
Business Intelligence Tableau Analyst,Guaranteed Rate,"Chicago, IL",https://www.indeed.com/viewJob?jk=c4ce02a5026029d4
Data Analyst,International Financial Group (IFG),"Chicago, IL",https://www.indeed.com/viewJob?jk=c9079614a35a1ce6
SDET Manager,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=3f34738ce0981623
Data Engineer,Spectrum Communications & Consulting Inc.,"Chicago, IL",https://www.indeed.com/viewJob?jk=4dc00349fdaaf199
Full Stack Developer,Drift Net Securities,"Chicago, IL",https://www.indeed.com/viewJob?jk=464d1f3b3c2dca2f
BI Developer,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=7fb2a9b131e4d1b5
Data Analyst,International Financial Group (IFG),"Chicago, IL",https://www.indeed.com/viewJob?jk=c9079614a35a1ce6
Senior Data Product Manager,Outcome Health,"Chicago, IL",https://www.indeed.com/viewJob?jk=28aa2e41e7af5a36
Experienced Options Trader,IMC Financial Markets,"Chicago, IL",https://www.indeed.com/viewJob?jk=a7e54ace5dd1b50b
Advisor Product Insights and Optimization,CVS Health,"Northbrook, IL",https://www.indeed.com/viewJob?jk=0b010dc193b7265e
Embedded Software Test Engineer,Analog Devices,"Munster, IN",https://www.indeed.com/viewJob?jk=71cab7119907abe7
Solutions Architect,Digital Intent,"Chicago, IL",https://www.indeed.com/viewJob?jk=4fc861b3378b1b3c
DevOps Engineer,M1 Finance,"Chicago, IL",https://www.indeed.com/viewJob?jk=f1cfc6ba4bf41e1d
Computational Scientist-Secure Data,The University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=531a864c5046508c
Software Developer,Roy Talman & Associates,"Chicago, IL",https://www.indeed.com/viewJob?jk=f9f3e24699cc8d63
Site Reliability Engineer,#TeamGoHealth,"Chicago, IL",https://www.indeed.com/viewJob?jk=4f1a7e8d549580a4
Data Engineer L2,Capgemini,"Des Plaines, IL",https://www.indeed.com/viewJob?jk=a94476a64095a47c
"DevOps Associate Specialist, Middleware",Thusa Solutions,"Chicago, IL",https://www.indeed.com/viewJob?jk=02860fb78b39162c
Enterprise Cloud Architect,Accenture,"Chicago, IL",https://www.indeed.com/viewJob?jk=ce5832a3d50aa5c3
Bioinformatics Analyst - RD1/RD2,Argonne National Laboratory,"Lemont, IL",https://www.indeed.com/viewJob?jk=f6d89e48436db4d2
Embedded Software Test Lead,Analog Devices,"Munster, IN",https://www.indeed.com/viewJob?jk=611c8744d03f65e8
Big Data Software Engineer,Guaranteed Rate,"Chicago, IL",https://www.indeed.com/viewJob?jk=3e7476e7dd053825
Data Engineer,Elkay Manufacturing,"Downers Grove, IL",https://www.indeed.com/viewJob?jk=1ada03248447d627
QA Automation Engineer,NCSA - Next College Student Athlete,"Chicago, IL",https://www.indeed.com/viewJob?jk=99d732149352a73e
"Quantitative Research Internship, Summer 2021",Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=3d775884fdc4e436
"Senior Software Engineer, Cryptoassets",DRW,"Chicago, IL",https://www.indeed.com/viewJob?jk=28b63625822c05bb
Data Engineer - Analytics,VillageMD,"Chicago, IL",https://www.indeed.com/viewJob?jk=3ad191c47f331077
Senior Software Development Engineer in Test (Chicago),Technology Incubator,"Chicago, IL",https://www.indeed.com/viewJob?jk=b08cc52aca1028e8
Assistant Director of Data Analytics,Chicago State University,"Chicago, IL",https://www.indeed.com/viewJob?jk=fb33e23c378f1888
Senior DevOps Engineer (ops - ACS / AKS) | Chicago,Photon,"Chicago, IL",https://www.indeed.com/viewJob?jk=b122cbf40f02c193
Sr. Full Stack Analytics Engineer,Saggezza,"Chicago, IL",https://www.indeed.com/viewJob?jk=331b42b18bd1b486
SIEM Engineer,Allstate,"Northbrook, IL",https://www.indeed.com/viewJob?jk=2afc8bec7835aeb2
"Exec Advisor, Data Science",CVS Health,"Northbrook, IL",https://www.indeed.com/viewJob?jk=69884423208bd1aa
Linux Engineer (Data Capture),DRW,"Chicago, IL",https://www.indeed.com/viewJob?jk=b45f7c8ceda89732
Senior Software Engineer (Applications Team),Capital Management,"Chicago, IL",https://www.indeed.com/viewJob?jk=d9d0d49b0463a018
Enterprise Services Engineer,Varstaff,"Chicago, IL",https://www.indeed.com/viewJob?jk=3be334e1be085dab
Analytics Advisor,CVS Health,"Northbrook, IL",https://www.indeed.com/viewJob?jk=3d1473fd73a0ffcf
Director of Data Science,Epsilon,"Chicago, IL",https://www.indeed.com/viewJob?jk=968f82b549cab0da
Data Engineer - QuantumBlack,McKinsey & Company,"Chicago, IL",https://www.indeed.com/viewJob?jk=34f7caf24483cb1e
Sr Technical Instructor,Splunk,"Chicago, IL",https://www.indeed.com/viewJob?jk=2b054b132f87466c
"Senior Director of Enterprise Architecture, International Markets",TransUnion,"Chicago, IL",https://www.indeed.com/viewJob?jk=93487698567dd157
Systems Engineer - Prisma Cloud,Palo Alto Networks,"Chicago, IL",https://www.indeed.com/viewJob?jk=6d245df62886ede1
Energy Systems Integration Engineer II,"Slipstream Group, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=731987f182d9dd41
Senior Controls Test Engineer,Google,"Chicago, IL",https://www.indeed.com/viewJob?jk=65e48beed8b589d9
Consultant - Consumer Insights,Numerator,"Chicago, IL",https://www.indeed.com/viewJob?jk=e9b0feb7af82a72c
Actuarial Analyst,Argo Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=9edf06ea3b42b89c
Data Engineer,Sky Consulting Inc,"Chicago, IL",https://www.indeed.com/viewJob?jk=a7f4806423f91579
Senior Web Developer,Old Mission Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=cb4a2cc62d1d839e
DevOps Engineer,Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=4d40407f22b16223
Sr. Solutions Engineer,PayPal,"Chicago, IL",https://www.indeed.com/viewJob?jk=b42394903e329cf4
Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=b912b8bbca0da034
Senior Data Scientist (Experimentation),"Grubhub Holdings, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=e0e1aceb0ac5f4ba
Postdoctoral Appointee - Computational Imaging,Argonne National Laboratory,"Lemont, IL",https://www.indeed.com/viewJob?jk=e987ac16cb55ad95
Software Engineer,CACI,"Lisle, IL",https://www.indeed.com/viewJob?jk=e92e6c3c813d6551
Senior Software Engineer,5thColumn,"Chicago, IL",https://www.indeed.com/viewJob?jk=992c582cd61d3eaa
"Software Engineer III (SEIII, Back-End Development)",PDI,"Chicago, IL",https://www.indeed.com/viewJob?jk=0e9c94eacb974372
Risk Operations Software Engineer,DRW Trading Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=e00eeb1f6397f00c
Python Developer,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=61e682d6ec3e55c7
Senior Sales Engineer,"Agiloft, Inc","Chicago, IL",https://www.indeed.com/viewJob?jk=a6ca70e6245c5259
Business Intelligence Tableau Analyst,Guaranteed Rate,"Chicago, IL",https://www.indeed.com/viewJob?jk=c4ce02a5026029d4
SDET Manager,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=3f34738ce0981623
BI Developer,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=7fb2a9b131e4d1b5
Data Engineer,Spectrum Communications & Consulting Inc.,"Chicago, IL",https://www.indeed.com/viewJob?jk=4dc00349fdaaf199
Logistics Analyst,Union Tank Car Company (UTLX),"Chicago, IL",https://www.indeed.com/viewJob?jk=64cb47fd72d97367
Senior Software Development Engineer in Test (Chicago),Technology Incubator,"Chicago, IL",https://www.indeed.com/viewJob?jk=b08cc52aca1028e8
Assistant Director of Data Analytics,Chicago State University,"Chicago, IL",https://www.indeed.com/viewJob?jk=fb33e23c378f1888
Senior DevOps Engineer (ops - ACS / AKS) | Chicago,Photon,"Chicago, IL",https://www.indeed.com/viewJob?jk=b122cbf40f02c193
100% Remote Scala Consultant,Vaco,"Chicago, IL",https://www.indeed.com/viewJob?jk=d620394705991eac
"Senior Software Engineer, Insurance Platform",The Mom Project,"Chicago, IL",https://www.indeed.com/viewJob?jk=a580f83ea803dd4a
Sr. Full Stack Analytics Engineer,Saggezza,"Chicago, IL",https://www.indeed.com/viewJob?jk=331b42b18bd1b486
"Exec Advisor, Data Science",CVS Health,"Northbrook, IL",https://www.indeed.com/viewJob?jk=69884423208bd1aa
Linux Engineer (Data Capture),DRW,"Chicago, IL",https://www.indeed.com/viewJob?jk=b45f7c8ceda89732
Senior Software Engineer (Applications Team),Capital Management,"Chicago, IL",https://www.indeed.com/viewJob?jk=d9d0d49b0463a018
Enterprise Services Engineer,Varstaff,"Chicago, IL",https://www.indeed.com/viewJob?jk=3be334e1be085dab
Analytics Advisor,CVS Health,"Northbrook, IL",https://www.indeed.com/viewJob?jk=3d1473fd73a0ffcf
Director of Data Science,Epsilon,"Chicago, IL",https://www.indeed.com/viewJob?jk=968f82b549cab0da
Data Engineer - QuantumBlack,McKinsey & Company,"Chicago, IL",https://www.indeed.com/viewJob?jk=34f7caf24483cb1e
Sr Technical Instructor,Splunk,"Chicago, IL",https://www.indeed.com/viewJob?jk=2b054b132f87466c
"Senior Director of Enterprise Architecture, International Markets",TransUnion,"Chicago, IL",https://www.indeed.com/viewJob?jk=93487698567dd157
Systems Engineer - Prisma Cloud,Palo Alto Networks,"Chicago, IL",https://www.indeed.com/viewJob?jk=6d245df62886ede1
Energy Systems Integration Engineer II,"Slipstream Group, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=731987f182d9dd41
Senior Controls Test Engineer,Google,"Chicago, IL",https://www.indeed.com/viewJob?jk=65e48beed8b589d9
Consultant - Consumer Insights,Numerator,"Chicago, IL",https://www.indeed.com/viewJob?jk=e9b0feb7af82a72c
Linux System Engineer,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=9a324c949d191e65
Actuarial Analyst,Argo Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=9edf06ea3b42b89c
Data Engineer,Sky Consulting Inc,"Chicago, IL",https://www.indeed.com/viewJob?jk=a7f4806423f91579
Senior Web Developer,Old Mission Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=cb4a2cc62d1d839e
DevOps Engineer,Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=4d40407f22b16223
Sr. Solutions Engineer,PayPal,"Chicago, IL",https://www.indeed.com/viewJob?jk=b42394903e329cf4
Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=b912b8bbca0da034
Senior Data Scientist (Experimentation),"Grubhub Holdings, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=e0e1aceb0ac5f4ba
Postdoctoral Appointee - Computational Imaging,Argonne National Laboratory,"Lemont, IL",https://www.indeed.com/viewJob?jk=e987ac16cb55ad95
Senior Software Engineer,5thColumn,"Chicago, IL",https://www.indeed.com/viewJob?jk=992c582cd61d3eaa
"Software Engineer III (SEIII, Back-End Development)",PDI,"Chicago, IL",https://www.indeed.com/viewJob?jk=0e9c94eacb974372
Risk Operations Software Engineer,DRW Trading Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=e00eeb1f6397f00c
Cyber Security IAM Specialist - BlueCross BlueShield,Skills for Chicagoland's Future,"Chicago, IL",https://www.indeed.com/viewJob?jk=4611a6c427403b0d
Data Engineer,ZLLIUS,"Chicago, IL",https://www.indeed.com/viewJob?jk=6bbb82ebb936e647
"Sr Analyst, Distrib Data Eng",TIAA,"Chicago, IL",https://www.indeed.com/viewJob?jk=a614f86ea9652682
Postdoctoral Appointee - EIC,Argonne National Laboratory,"Lemont, IL",https://www.indeed.com/viewJob?jk=c8fb1df18a838a85
Network Engineer (Data Capture),DRW,"Chicago, IL",https://www.indeed.com/viewJob?jk=7971d7976a6776cb
Systems Engineer w/Node.js Expertise,Vokal,"Chicago, IL",https://www.indeed.com/viewJob?jk=7d3693f5ce460ac9
Senior Systems Engineer - Endpoint Engineering,The Climate Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=e65eb42c6f3add81
Senior Big Data Engineer - QuantumBlack,McKinsey & Company,"Chicago, IL",https://www.indeed.com/viewJob?jk=24ae7e63a5aa7357
Advanced Data Engineer,Wintrust Financial Corporation,"Rosemont, IL",https://www.indeed.com/viewJob?jk=38f65ca3d0872c46
"Senior Engineer, Data Platform OR Staff Engineer, Data Platform",Foursquare,"Chicago, IL",https://www.indeed.com/viewJob?jk=015fd8a74d7a4d48
Postdoctoral Position in Statistical Genomics/Computational biology,The University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=076bade3140581d2
Data Engineer,#TeamGoHealth,"Chicago, IL",https://www.indeed.com/viewJob?jk=dfee263c5310de69
Director of Business Intelligence,Health IQ,United States,https://www.indeed.com/viewJob?jk=4122d67b32e9c10b
Risk Operations Software Engineer,DRW,"Chicago, IL",https://www.indeed.com/viewJob?jk=ca74392ef6c7b7ca
Technical Blog Writer,"Aptude, Inc","Lisle, IL",https://www.indeed.com/viewJob?jk=aa21650d83ff7053
Computer Software Trainer - Experienced,KnowledgeCity,United States,https://www.indeed.com/viewJob?jk=dbe1c897c76268fa
FPGA Engineer,IMC Financial Markets,"Chicago, IL",https://www.indeed.com/viewJob?jk=889ec31704a0c83b
Enterprise Solutions Engineer - Greater Chicago Area,Verkada,"Chicago, IL",https://www.indeed.com/viewJob?jk=be0d4ce590a03ade
Sr. Data Scientist,"Grubhub Holdings, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=f8e5c8d203e92c7e
Software Engineering Manager,Capital Management,"Chicago, IL",https://www.indeed.com/viewJob?jk=cf9dda5eee400af1
Senior Data Visualization Analyst,Pareto Intelligence,"Chicago, IL",https://www.indeed.com/viewJob?jk=e28a9ae5c788673d
Postdoctoral Appointee - Computational Mathematician/Statistician,Argonne National Laboratory,"Lemont, IL",https://www.indeed.com/viewJob?jk=b7313cc3e8ad502e
PMO - Technical Program Manager- Auto Driving Software,"TuSimple, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=162295dfb229b7b3
Senior Test Automation Architect,Geneva Trading,"Chicago, IL",https://www.indeed.com/viewJob?jk=54c947c8d6395f3a
Lead Backend Engineer,Metopio,"Chicago, IL",https://www.indeed.com/viewJob?jk=6536a7d5f1012a19
Senior Software Engineer,Rasmussen College,"Oak Brook, IL",https://www.indeed.com/viewJob?jk=13ce2fd7bd4326f2
Systems Administrator Sr.,Northwestern University,"Evanston, IL",https://www.indeed.com/viewJob?jk=174839b950bc1af7
Postdoctoral Appointee - X-Ray Free Electron Laser,Argonne National Laboratory,"Lemont, IL",https://www.indeed.com/viewJob?jk=90885c12e2f26346
"Lead, CyberDefense Engineer",CME Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=6b3eb2cc9441003b
"Vice President, Transaction Advisory Services","DUFF AND PHELPS, LLC","Chicago, IL",https://www.indeed.com/viewJob?jk=ee5bc534a22e2051
Data Engineer,VillageMD,"Chicago, IL",https://www.indeed.com/viewJob?jk=21c001065fdddafd
Senior Business Intelligence (BI) Developer,Mikan,"Chicago, IL",https://www.indeed.com/viewJob?jk=a4965873d2134768
Senior Application Developer,Dynamic Motion Control Inc,"Chicago, IL",https://www.indeed.com/viewJob?jk=ad4d47c05d2723a8
Systems Engineer,Cisco Meraki,"Chicago, IL",https://www.indeed.com/viewJob?jk=e3cfcdfa552a45b5
Senior DevOps Engineer,Pareto Intelligence,"Chicago, IL",https://www.indeed.com/viewJob?jk=0de48cd3425d7dfc
Platform Engineer,Coyote Logistics,"Chicago, IL",https://www.indeed.com/viewJob?jk=8b3dc58922432a0a
Senior Software Development Engineer in Test,Tech Incubator,"Chicago, IL",https://www.indeed.com/viewJob?jk=b5f8784192873c02
Senior Software Engineer,OppLoans,"Chicago, IL",https://www.indeed.com/viewJob?jk=13239d575d6db6bf
Senior Data Engineer,Numerator,"Chicago, IL",https://www.indeed.com/viewJob?jk=32a6f7debd750853
Senior Data Engineer,#TeamGoHealth,"Chicago, IL",https://www.indeed.com/viewJob?jk=a0bdf1e4a2ef1667
Energy System Controls Engineer II,"Slipstream Group, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=68aec824583146fc
Marketing Automation and Technology Manager,Goodway Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=4712dfd917f1782c
Partner Solutions Architect - SAP,"Amazon Web Services, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=8e90cbbb4349cf74
Senior Software Developer in Test,CCC Information Services Inc.,"Chicago, IL",https://www.indeed.com/viewJob?jk=f5b67f2368d8829b
Enterprise Application Engineer,GCM Grosvenor,"Chicago, IL",https://www.indeed.com/viewJob?jk=d8951b28e8e9bd43
IT Engineer I VoIP,WALGREENS,"Deerfield, IL",https://www.indeed.com/viewJob?jk=3ff0762439937f65
Senior Devops Engineer (New York),Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=c7a9c1298f668b8f
Sr Data Scientist,CreditNinja,"Chicago, IL",https://www.indeed.com/viewJob?jk=93295554346f0b2b
IT Cloud Engineer IV,CUNA Mutual Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=6d8c95d23d1391db
"Wealth Management, MIS Data Scientist, Associate","JPMorgan Chase Bank, N.A.","Westmont, IL",https://www.indeed.com/viewJob?jk=cb04b9dd405f4d9f
Senior Data Engineer,SADA,"Chicago, IL",https://www.indeed.com/viewJob?jk=f4934a06f41b3888
Senior Software Engineer (Java),iManage,"Chicago, IL",https://www.indeed.com/viewJob?jk=8651b445c49437e7
Cloud Data Engineer,BDO,"Oak Brook, IL",https://www.indeed.com/viewJob?jk=60edfd6fad47266a
Data Engineer,Analog Devices,"Munster, IN",https://www.indeed.com/viewJob?jk=5411e02c1ad975a8
Product Manager - Data Integrations and Infrastructure,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=deb9a584fee509d0
E-Commerce Sr. Quality Assurance Analyst,"Winston Brands, Inc.","Elk Grove Village, IL",https://www.indeed.com/viewJob?jk=325351d7a7deacac
Team Lead Developer – Ads Engine Squad (visa sponsorship for Canada),Québec Immigration Office,"Chicago, IL",https://www.indeed.com/viewJob?jk=0710b66872a0fc8b
Sr Quantitative Engineer,Exelon Corporation,"Oakbrook Terrace, IL",https://www.indeed.com/viewJob?jk=0ec8debe1be17575
"Authorized Officer, IT System Engineer",UBS,"Chicago, IL",https://www.indeed.com/viewJob?jk=c68bde330e3b87f0
"Sr. Analyst, Omnium Agile Product Development - Hedge Fund Services",Northern Trust Corp.,"Chicago, IL",https://www.indeed.com/viewJob?jk=dbe88baa25a32b6e
(Freelance) Data / Analytics Director,Leo Burnett,"Chicago, IL",https://www.indeed.com/viewJob?jk=ef31d18e3cac6618
Java Software Engineer,"JPMorgan Chase Bank, N.A.","Chicago, IL",https://www.indeed.com/viewJob?jk=466a93d27daac8cb
Site Reliability Engineer,Sphera,"Chicago, IL",https://www.indeed.com/viewJob?jk=664251613cf6c710
Senior Data Scientist,Maven Wave Partners,"Chicago, IL",https://www.indeed.com/viewJob?jk=597079263c5dbb1b
Lead Computer Programmer,Capgemini,"Chicago, IL",https://www.indeed.com/viewJob?jk=65c13905107f5624
"Manager, Client Solutions Team Lead – Front Office Solutions",Northern Trust Corp.,"Chicago, IL",https://www.indeed.com/viewJob?jk=172f1b652ec0f105
Cloud Engineer - MS Azure / OCI,Rotary International,"Evanston, IL",https://www.indeed.com/viewJob?jk=b08d42c23416f59e
Sr. DocumentDB Specialist SA,"Amazon Web Services, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=27b90a459e5b4147
Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),BMO Financial Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=977dbcb6c59c6454
Software Developer Python WebUI,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=83263fa5520679cb
Python Developer,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=61e682d6ec3e55c7
Business Intelligence Tableau Analyst,Guaranteed Rate,"Chicago, IL",https://www.indeed.com/viewJob?jk=c4ce02a5026029d4
Senior Sales Engineer,"Agiloft, Inc","Chicago, IL",https://www.indeed.com/viewJob?jk=a6ca70e6245c5259
SDET Manager,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=3f34738ce0981623
